"room_id","survey_id","host_id","room_type","country","city","borough","neighborhood","reviews","overall_satisfaction","accommodates","bedrooms","bathrooms","price","minstay","name","last_modified","latitude","longitude","location","predicted_price","price_per_bedroom","normalized_price_per_bedroom","avg_price_per_bedroom"
13255174,1363,1835604,"Entire home/apt",NA,"Zurich",NA,"Kreis 5",0,0,4,2,NA,127,NA,"Big stylish apartment in the heart of Zurich","2017-06-22 20:00:03.777957",47.387333,8.527249,"0101000020E610000089B2B794F30D2140AED4B32094B14740",176.742953330869,0.769921352068159,0.314705882352941,1.08787573099284
1283510,1363,6165726,"Entire home/apt",NA,"Zurich",NA,"Kreis 5",1,0,6,4,NA,130,NA,"Sonnige zweigeschossige Wohnung in Zürich-West","2017-06-22 20:00:03.772663",47.393961,8.508287,"0101000020E6100000C2F693313E042140217365506DB24740",341.694866482587,0.394054235310475,0.132352941176471,1.08787573099284
18495000,1363,41563175,"Entire home/apt",NA,"Zurich",NA,"Kreis 4",0,0,4,2,NA,132,NA,"Morgartenstrasse","2017-06-22 20:00:03.769946",47.372315,8.52775,"0101000020E610000091ED7C3F350E2140B6679604A8AF4740",176.742953330869,0.800233216322811,0.329411764705882,1.0475354856734
9377612,1363,34258537,"Entire home/apt",NA,"Zurich",NA,"Kreis 1",0,0,2,1,NA,138,NA,"Helle Wohnung Mitten im Zentrum","2017-06-22 20:00:03.762587",47.371562,8.540637,"0101000020E6100000DE03745FCE142140DA37F7578FAF4740",94.2669967550105,1.67321490685679,0.752941176470588,1.34136192073295
7408701,1363,13800221,"Entire home/apt",NA,"Zurich",NA,"Kreis 9",0,0,1,2,NA,127,NA,"Sublease apartment August-September","2017-06-22 20:00:03.758449",47.385711,8.498501,"0101000020E6100000ED0BE8853BFF20408E5A61FA5EB14740",176.742953330869,0.769921352068159,0.314705882352941,0.796865231405628
12963050,1363,71281256,"Entire home/apt",NA,"Zurich",NA,"Kreis 6",0,0,7,4,NA,140,NA,"Familienfreundliche Unterkunft in Zürich","2017-06-22 20:00:03.751703",47.400199,8.532101,"0101000020E61000007A56D28A6F1021402A7288B839B34740",341.694866482587,0.424366099565127,0.147058823529412,0.93380865951242
12551127,1363,68027467,"Entire home/apt",NA,"Zurich",NA,"Kreis 9",3,4.5,5,2,NA,124,NA,"Near to the City center","2017-06-22 20:00:02.065169",47.383859,8.482615,"0101000020E61000003A1E335019F720403CA3AD4A22B14740",176.742953330869,0.751734233515368,0.305882352941176,0.796865231405628
775526,1363,1861752,"Entire home/apt",NA,"Zurich",NA,"Kreis 4",73,4.5,2,1,NA,127,NA,"ZURICH LOFT - perfectly located ","2017-06-22 20:00:02.051582",47.376884,8.518651,"0101000020E61000004D13B69F8C0921405D3123BC3DB04740",94.2669967550105,1.53984270413632,0.688235294117647,1.0475354856734
14431870,1363,66793531,"Entire home/apt",NA,"Zurich",NA,"Kreis 3",1,0,2,1,NA,143,NA,"Ruhige Wohnung inmitten von Zürich","2017-06-22 20:00:02.040116",47.372918,8.51692,"0101000020E6100000F14BFDBCA90821407C0BEBC6BBAF4740",94.2669967550105,1.73383863536609,0.782352941176471,0.958496967772351
1289345,1363,6912999,"Entire home/apt",NA,"Zurich",NA,"Kreis 11",6,5,3,2,NA,132,NA,"Sunlit 3.5 in Zurich-Oerlikon","2017-06-22 20:00:02.026040",47.411913,8.548156,"0101000020E61000005D363AE7A71821400CE6AF90B9B44740",176.742953330869,0.800233216322811,0.329411764705882,0.874852422750352
17637805,1363,69309935,"Entire home/apt",NA,"Zurich",NA,"Kreis 10",2,0,5,3,NA,127,NA,"Clean, quiet and spacious apartment","2017-06-22 20:00:02.015350",47.396108,8.530849,"0101000020E6100000863AAC70CB0F21408CD7BCAAB3B24740",259.218909906728,0.513280901378773,0.190196078431373,0.855560213272917
16115960,1363,21325445,"Entire home/apt",NA,"Zurich",NA,"Kreis 5",0,0,2,2,NA,127,NA,"Urban living in a 159qm Maisonette with Balcony","2017-06-22 20:00:01.995088",47.391619,8.519949,"0101000020E6100000022D5DC1360A214001BF469220B24740",176.742953330869,0.769921352068159,0.314705882352941,1.08787573099284
14890584,1363,7243978,"Entire home/apt",NA,"Zurich",NA,"Kreis 5",18,5,4,2,NA,132,NA,"Trendy 3-room apartment in the heart of Zurich","2017-06-22 20:00:01.960308",47.382941,8.530123,"0101000020E6100000FEB627486C0F214016A6EF3504B14740",176.742953330869,0.800233216322811,0.329411764705882,1.08787573099284
15192600,1363,82834828,"Entire home/apt",NA,"Zurich",NA,"Kreis 3",1,0,1,1,NA,126,NA,"2bd,balcony,9th floor,10min centre","2017-06-22 20:00:01.925545",47.369733,8.503035,"0101000020E61000009A7CB3CD8D01214040A0336953AF4740",94.2669967550105,1.52771795843446,0.682352941176471,0.958496967772351
7846597,1363,1264317,"Entire home/apt",NA,"Zurich",NA,"Kreis 4",4,5,4,2,NA,127,NA,"Charming Apartment in Zurich","2017-06-22 20:00:01.913123",47.375731,8.515968,"0101000020E6100000A8902BF52C082140F48B12F417B04740",176.742953330869,0.769921352068159,0.314705882352941,1.0475354856734
7937018,1363,2803833,"Entire home/apt",NA,"Zurich",NA,"Kreis 3",2,0,2,1,NA,144,NA,"Luxury 2 Floor Apartment + Roof","2017-06-22 20:00:01.901848",47.36618,8.520935,"0101000020E6100000FBAE08FEB70A214082397AFCDEAE4740",94.2669967550105,1.74596338106795,0.788235294117647,0.958496967772351
9084998,1363,17922050,"Entire home/apt",NA,"Zurich",NA,"Kreis 11",2,0,4,1,NA,137,NA,"Perfectly located flat in Zurich","2017-06-22 20:00:01.891171",47.410198,8.548009,"0101000020E6100000CCD3B9A2941821403B71395E81B44740",94.2669967550105,1.66109016115493,0.747058823529412,0.874852422750352
9411222,1363,48796130,"Entire home/apt",NA,"Zurich",NA,"Kreis 8",32,5,3,1,NA,143,NA,"Wohnung Zürich-Seefeld","2017-06-22 19:59:59.741207",47.356151,8.555276,"0101000020E6100000E481C8224D1C214006B8205B96AD4740",94.2669967550105,1.73383863536609,0.782352941176471,1.15787197389607
12786497,1363,7847548,"Entire home/apt",NA,"Zurich",NA,"Kreis 3",0,0,2,1,NA,138,NA,"Lovely apartment near Idaplatz","2017-06-22 19:59:59.735927",47.373625,8.513772,"0101000020E61000007633A31F0D072140E7FBA9F1D2AF4740",94.2669967550105,1.67321490685679,0.752941176470588,0.958496967772351
16392396,1363,16101595,"Entire home/apt",NA,"Zurich",NA,"Kreis 7",2,0,4,2,NA,140,NA,"Lovely place 10min from lake/center","2017-06-22 19:59:59.733356",47.35991,8.56636,"0101000020E61000006E861BF0F92121406EC0E78711AE4740",176.742953330869,0.848732199130254,0.352941176470588,1.04123797875998
15145908,1363,2205794,"Entire home/apt",NA,"Zurich",NA,"Kreis 4",2,0,2,2,NA,127,NA,"Great apartment in the heart of Zurich","2017-06-22 19:59:59.731044",47.376356,8.522834,"0101000020E61000004679E6E5B00B2140A2D3F36E2CB04740",176.742953330869,0.769921352068159,0.314705882352941,1.0475354856734
16841179,1363,14262786,"Entire home/apt",NA,"Zurich",NA,"Kreis 3",3,4.5,5,2,NA,127,NA,"Charming and Stylish 60m2 Apartment at Zürich Binz","2017-06-22 19:59:59.726330",47.363166,8.517695,"0101000020E6100000FE9AAC510F092140738236397CAE4740",176.742953330869,0.769921352068159,0.314705882352941,0.958496967772351
291360,1363,1509492,"Entire home/apt",NA,"Zurich",NA,"Kreis 3",16,4.5,4,2,NA,137,NA,"Traumhafte Dachwohnung ","2017-06-22 19:59:59.721720",47.374625,8.518879,"0101000020E610000091291F82AA092140CBA145B6F3AF4740",176.742953330869,0.830545080577463,0.344117647058824,0.958496967772351
18969219,1363,36196700,"Entire home/apt",NA,"Zurich",NA,"Kreis 4",0,0,2,1,NA,134,NA,"Fully Furnished Apartment","2017-06-22 19:59:59.706590",47.388411,8.498568,"0101000020E61000000DAA0D4E44FF20400D349F73B7B14740",94.2669967550105,1.62471592404934,0.729411764705882,1.0475354856734
10702648,1363,37130752,"Entire home/apt",NA,"Zurich",NA,"Kreis 5",0,0,5,2,NA,135,NA,"Two floor flat in the center of ZH","2017-06-22 19:59:59.700479",47.383131,8.528236,"0101000020E6100000C423F1F2740E2140B98AC56F0AB14740",176.742953330869,0.818420334875603,0.338235294117647,1.08787573099284
3126444,1363,15881062,"Entire home/apt",NA,"Zurich",NA,"Kreis 8",13,4.5,2,1,NA,138,NA,"Little Gem in Zurich Seefeld","2017-06-22 19:59:58.052688",47.353396,8.557304,"0101000020E610000027DC2BF3561D2140C34483143CAD4740",94.2669967550105,1.67321490685679,0.752941176470588,1.15787197389607
7646490,1363,4387358,"Entire home/apt",NA,"Zurich",NA,"Kreis 9",10,4.5,4,1,NA,127,NA,"Brand New Cozy Loft","2017-06-22 19:59:58.048406",47.384882,8.494632,"0101000020E6100000321CCF6740FD2040D76839D043B14740",94.2669967550105,1.53984270413632,0.688235294117647,0.796865231405628
15870563,1363,4169093,"Entire home/apt",NA,"Zurich",NA,"Kreis 5",0,0,3,2,NA,127,NA,"Charming and spacious riverside apartment","2017-06-22 19:59:58.043842",47.390198,8.524901,"0101000020E61000008046E9D2BF0C2140787B1002F2B14740",176.742953330869,0.769921352068159,0.314705882352941,1.08787573099284
5744466,1363,8287735,"Entire home/apt",NA,"Zurich",NA,"Kreis 11",47,5,5,2,NA,132,NA,"3,5r family flat &practical located","2017-06-22 19:59:58.041043",47.418811,8.557509,"0101000020E61000008A73D4D1711D21403F1A4E999BB54740",176.742953330869,0.800233216322811,0.329411764705882,0.874852422750352
15401154,1363,8863512,"Entire home/apt",NA,"Zurich",NA,"Kreis 7",2,0,4,2,NA,143,NA,"3-room apartment in the city centre","2017-06-22 19:59:58.037015",47.366184,8.554732,"0101000020E6100000DF162CD5051C2140C328081EDFAE4740",176.742953330869,0.866919317683046,0.361764705882353,1.04123797875998
7156272,1363,21555764,"Entire home/apt",NA,"Zurich",NA,"Kreis 9",12,4.5,4,2,NA,143,NA,"Modern apartment 3.5 rooms","2017-06-22 19:59:58.034675",47.385427,8.484995,"0101000020E61000007172BF4351F8204069FF03AC55B14740",176.742953330869,0.866919317683046,0.361764705882353,0.796865231405628
3581915,1363,1235429,"Entire home/apt",NA,"Zurich",NA,"Kreis 3",11,5,4,2,NA,127,NA,"Stylisch 2 bedroom apartment with 2 balconies","2017-06-22 19:59:58.031534",47.367858,8.520696,"0101000020E6100000E75086AA980A214036C98FF815AF4740",176.742953330869,0.769921352068159,0.314705882352941,0.958496967772351
17706352,1363,23561865,"Entire home/apt",NA,"Zurich",NA,"Kreis 8",6,4.5,4,1,NA,137,NA,"Executive 1BR flat, city center (Hammer 3)","2017-06-22 19:59:55.909178",47.359254,8.559194,"0101000020E6100000253D0CAD4E1E2140857AFA08FCAD4740",94.2669967550105,1.66109016115493,0.747058823529412,1.15787197389607
15813865,1363,8863512,"Entire home/apt",NA,"Zurich",NA,"Kreis 8",2,0,2,1,NA,127,NA,"Your beautiful home in Zurich, next to the lake!","2017-06-22 19:59:55.901318",47.360105,8.555737,"0101000020E6100000B45A608F891C21402310AFEB17AE4740",94.2669967550105,1.53984270413632,0.688235294117647,1.15787197389607
8915577,1363,23561865,"Entire home/apt",NA,"Zurich",NA,"Kreis 8",22,4.5,4,1,NA,126,NA,"Nice 1BR apartment near lake (FB6)","2017-06-22 19:59:55.898122",47.361067,8.549844,"0101000020E6100000BCCD1B27851921401955867137AE4740",94.2669967550105,1.52771795843446,0.682352941176471,1.15787197389607
7173780,1363,1264078,"Entire home/apt",NA,"Zurich",NA,"Kreis 4",26,5,4,1,NA,144,NA,"Charming flat in vibrating Kreis 4","2017-06-22 19:59:55.885095",47.380521,8.524225,"0101000020E6100000BF7D1D38670C21407A3881E9B4B04740",94.2669967550105,1.74596338106795,0.788235294117647,1.0475354856734
13254611,1363,40922461,"Entire home/apt",NA,"Zurich",NA,"Kreis 3",2,0,4,1,NA,137,NA,"Really nice Loft in Zürich","2017-06-22 19:59:55.882716",47.377706,8.499194,"0101000020E610000006B8205B96FF204062C092AB58B04740",94.2669967550105,1.66109016115493,0.747058823529412,0.958496967772351
10976796,1363,2020044,"Entire home/apt",NA,"Zurich",NA,"Kreis 6",0,0,2,1,NA,127,NA,"perfect located apt for 2 in Zurich","2017-06-22 19:59:54.144858",47.393998,8.541524,"0101000020E61000008BFF3BA2421521403F58C6866EB24740",94.2669967550105,1.53984270413632,0.688235294117647,0.93380865951242
5289544,1363,9022869,"Entire home/apt",NA,"Zurich",NA,"Kreis 4",2,0,2,1,NA,127,NA,"Cosy island in quirky Kreis 4","2017-06-22 19:59:54.142804",47.37616,8.523668,"0101000020E610000068EC4B361E0C21401C08C90226B04740",94.2669967550105,1.53984270413632,0.688235294117647,1.0475354856734
8369367,1363,22128114,"Entire home/apt",NA,"Zurich",NA,"Kreis 8",9,4.5,4,1,NA,138,NA,"Beautiful flat near lake","2017-06-22 19:59:54.140617",47.353511,8.557206,"0101000020E61000001C45D61A4A1D21405CE333D93FAD4740",94.2669967550105,1.67321490685679,0.752941176470588,1.15787197389607
18865465,1363,59019302,"Entire home/apt",NA,"Zurich",NA,"Kreis 3",0,0,2,1,NA,126,NA,"Oasis in the City 12.7.-28.7.2017","2017-06-22 19:59:54.138572",47.365745,8.510644,"0101000020E610000018CC5F217305214077D66EBBD0AE4740",94.2669967550105,1.52771795843446,0.682352941176471,0.958496967772351
15159525,1363,2697836,"Entire home/apt",NA,"Zurich",NA,"Kreis 5",1,0,3,1,NA,143,NA,"Modern spacious apt with terrace in city center","2017-06-22 19:59:54.134921",47.38922,8.525587,"0101000020E6100000CF6740BD190D21407D7901F6D1B14740",94.2669967550105,1.73383863536609,0.782352941176471,1.08787573099284
19323310,1363,22106712,"Entire home/apt",NA,"Zurich",NA,"Kreis 5",0,0,1,2,NA,132,NA,"Luxury apartment in trendy Zurich West","2017-06-22 19:59:54.132564",47.387626,8.512207,"0101000020E61000008690F3FE3F062140268A90BA9DB14740",176.742953330869,0.800233216322811,0.329411764705882,1.08787573099284
11476162,1363,4160343,"Entire home/apt",NA,"Zurich",NA,"Kreis 2",0,0,4,2,NA,138,NA,"Joli appartement","2017-06-22 19:59:54.126167",47.344971,8.529205,"0101000020E610000065C22FF5F30E2140C2887D0228AC4740",176.742953330869,0.836607453428394,0.347058823529412,1.01930259240926
13820395,1363,5874786,"Entire home/apt",NA,"Zurich",NA,"Kreis 7",3,4.5,4,1,NA,127,NA,"Wonderful Apartment with balcony in Kreis 7","2017-06-22 19:59:54.123850",47.367012,8.5589,"0101000020E610000003780B24281E2140AA9ECC3FFAAE4740",94.2669967550105,1.53984270413632,0.688235294117647,1.04123797875998
13739576,1363,8863512,"Entire home/apt",NA,"Zurich",NA,"Kreis 8",6,5,4,2,NA,127,NA,"Beautiful apartment in the heart of Zurich Seefeld","2017-06-22 19:59:54.121716",47.363738,8.552884,"0101000020E61000009DF6949C131B2140FE277FF78EAE4740",176.742953330869,0.769921352068159,0.314705882352941,1.15787197389607
17906819,1363,6276381,"Entire home/apt",NA,"Zurich",NA,"Kreis 6",4,5,4,1,NA,129,NA,"Flat near Dynamo","2017-06-22 19:59:54.119567",47.384569,8.539095,"0101000020E6100000CEDF8442041421401807978E39B14740",94.2669967550105,1.56409219554004,0.7,0.93380865951242
16424101,1363,21224829,"Entire home/apt",NA,"Zurich",NA,"Kreis 3",2,0,4,2,NA,139,NA,"Spacious Central Apartment","2017-06-22 19:59:54.116675",47.376272,8.510245,"0101000020E610000021E527D53E05214044334FAE29B04740",176.742953330869,0.842669826279324,0.35,0.958496967772351
3733851,1363,10244842,"Entire home/apt",NA,"Zurich",NA,"Kreis 5",3,5,3,2,NA,127,NA,"Sweet apartment in the city centre","2017-06-22 19:59:54.114692",47.386173,8.527636,"0101000020E61000006F62484E260E214092CCEA1D6EB14740",176.742953330869,0.769921352068159,0.314705882352941,1.08787573099284
6966765,1363,36528279,"Entire home/apt",NA,"Zurich",NA,"Kreis 3",14,4.5,4,1,NA,138,NA,"2.5 Zimmerwohnung mit Schlafcouch","2017-06-22 19:59:54.112064",47.372122,8.509595,"0101000020E61000000569C6A2E9042140A10F96B1A1AF4740",94.2669967550105,1.67321490685679,0.752941176470588,0.958496967772351
12440404,1363,14275689,"Entire home/apt",NA,"Zurich",NA,"Kreis 5",4,5,4,2,NA,127,NA,"Rooftop Apartment over Zurich","2017-06-22 19:59:54.109091",47.391993,8.511504,"0101000020E6100000DF8B2FDAE305214066A19DD32CB24740",176.742953330869,0.769921352068159,0.314705882352941,1.08787573099284
73282,1363,377532,"Entire home/apt",NA,"Zurich",NA,"Kreis 3",39,4.5,4,1,NA,138,NA,"Clean, central, quiet","2017-06-22 19:59:54.106308",47.373738,8.519572,"0101000020E6100000AAD55757050A2140E0A293A5D6AF4740",94.2669967550105,1.67321490685679,0.752941176470588,0.958496967772351
14179423,1363,75072030,"Entire home/apt",NA,"Zurich",NA,"Kreis 5",8,5,3,2,NA,127,NA,"Centrally located in the hip zone, quiet flat","2017-06-22 19:59:54.103992",47.385956,8.529114,"0101000020E610000024B6BB07E80E2140F5D8960167B14740",176.742953330869,0.769921352068159,0.314705882352941,1.08787573099284
9248717,1363,12886487,"Entire home/apt",NA,"Zurich",NA,"Kreis 4",3,4.5,5,2,NA,243,NA,"Stauffacher Apartment- Botteron","2017-06-22 20:00:53.081790",47.376711,8.522693,"0101000020E61000003EB2B96A9E0B21409085E81038B04740",176.742953330869,1.47315660277608,0.655882352941176,1.0475354856734
3814983,1363,18715465,"Entire home/apt",NA,"Zurich",NA,"Kreis 7",15,5,6,3,NA,275,NA,"B EG 3 bedroom 8008 Zürich-downtown","2017-06-22 20:00:53.062774",47.363311,8.558976,"0101000020E61000006F7F2E1A321E214077A38FF980AE4740",259.218909906728,1.11143502267057,0.480392156862745,1.04123797875998
6862908,1363,23561865,"Entire home/apt",NA,"Zurich",NA,"Kreis 1",0,0,6,2,NA,264,NA,"Maisonette flat / old town (UZ10)","2017-06-22 20:00:53.058793",47.372546,8.546375,"0101000020E610000039B4C876BE172140B8205B96AFAF4740",176.742953330869,1.60046643264562,0.717647058823529,1.34136192073295
13039386,1363,1244565,"Entire home/apt",NA,"Zurich",NA,"Kreis 7",1,0,6,3,NA,258,NA,"Beautiful apartment, quiet, w/ terrace and garden","2017-06-22 20:00:51.456666",47.369786,8.56197,"0101000020E61000008FAA2688BA1F21406342CC2555AF4740",259.218909906728,1.04272813036003,0.447058823529412,1.04123797875998
4118772,1363,12686255,"Entire home/apt",NA,"Zurich",NA,"Kreis 11",14,5,4,1,NA,127,NA,"Top Modern in Centre Zurich Oerlikon","2017-06-22 19:59:51.864011",47.410336,8.547783,"0101000020E61000000B9C6C03771821408C2FDAE385B44740",94.2669967550105,1.53984270413632,0.688235294117647,0.874852422750352
6152650,1363,5768874,"Entire home/apt",NA,"Zurich",NA,"Kreis 7",26,5,2,1,NA,127,NA,"Charming apartment - central Zurich","2017-06-22 19:59:51.856324",47.366927,8.564688,"0101000020E610000026E318C91E2121407B82C476F7AE4740",94.2669967550105,1.53984270413632,0.688235294117647,1.04123797875998
16384540,1363,4100134,"Entire home/apt",NA,"Zurich",NA,"Kreis 8",2,0,4,2,NA,127,NA,"Central location in Zürich, Seefeld near the lake","2017-06-22 19:59:51.854068",47.358176,8.558527,"0101000020E6100000B1DD3D40F71D2140261B0FB6D8AD4740",176.742953330869,0.769921352068159,0.314705882352941,1.15787197389607
9472950,1363,29324603,"Entire home/apt",NA,"Zurich",NA,"Kreis 8",8,5,3,1,NA,143,NA,"Bellevue Studio, Lakeside","2017-06-22 19:59:51.851350",47.363799,8.550398,"0101000020E61000004F9143C4CD192140A4A833F790AE4740",94.2669967550105,1.73383863536609,0.782352941176471,1.15787197389607
18581891,1363,71090395,"Entire home/apt",NA,"Zurich",NA,"Kreis 4",0,0,4,2,NA,143,NA,"Furnished 3,5-rooms apartment in the heart of ZH","2017-06-22 19:59:51.849125",47.380635,8.531736,"0101000020E6100000333674B33F102140425BCEA5B8B04740",176.742953330869,0.866919317683046,0.361764705882353,1.0475354856734
16763936,1363,73634434,"Entire home/apt",NA,"Zurich",NA,"Kreis 2",4,5,2,1,NA,127,NA,"Cosy flat close to city-center / lakeside","2017-06-22 19:59:51.842050",47.348547,8.532246,"0101000020E610000088DA368C82102140390F27309DAC4740",94.2669967550105,1.53984270413632,0.688235294117647,1.01930259240926
5983961,1363,3788369,"Entire home/apt",NA,"Zurich",NA,"Kreis 10",2,0,2,1,NA,137,NA,"Sunny Riverside Flat With Balcony","2017-06-22 19:59:51.839873",47.390272,8.526731,"0101000020E6100000299485AFAF0D2140B345D26EF4B14740",94.2669967550105,1.66109016115493,0.747058823529412,0.855560213272917
10483763,1363,37029734,"Entire home/apt",NA,"Zurich",NA,"Kreis 4",1,0,3,1,NA,127,NA,"2. 5 room flat in the very center of Zurich","2017-06-22 19:59:51.834618",47.378499,8.52564,"0101000020E61000005AF0A2AF200D2140CB48BDA772B04740",94.2669967550105,1.53984270413632,0.688235294117647,1.0475354856734
4425760,1363,2963607,"Entire home/apt",NA,"Zurich",NA,"Kreis 6",15,5,4,2,NA,127,NA,"Spacious, centrally located flat","2017-06-22 19:59:51.831786",47.388733,8.537979,"0101000020E61000009CDEC5FB7113214020F0C000C2B14740",176.742953330869,0.769921352068159,0.314705882352941,0.93380865951242
2627618,1363,13458032,"Entire home/apt",NA,"Zurich",NA,"Kreis 3",10,5,3,2,NA,127,NA,"Charmante Altbauwohnung Idaplatz","2017-06-22 19:59:51.824668",47.373459,8.514908,"0101000020E6100000C5E57805A2072140CCB22781CDAF4740",176.742953330869,0.769921352068159,0.314705882352941,0.958496967772351
1152203,1363,6315678,"Entire home/apt",NA,"Zurich",NA,"Kreis 11",11,5,2,1,NA,132,NA,"Modern apartment, central location!","2017-06-22 19:59:51.813112",47.409734,8.541996,"0101000020E61000002920ED7F801521409607E92972B44740",94.2669967550105,1.60046643264562,0.717647058823529,0.874852422750352
13604603,1363,48184841,"Entire home/apt",NA,"Zurich",NA,"Kreis 2",1,0,2,1,NA,127,NA,"Desinger fleet near lake","2017-06-22 19:59:51.809600",47.354818,8.527726,"0101000020E61000006F7F2E1A320E21401D041DAD6AAD4740",94.2669967550105,1.53984270413632,0.688235294117647,1.01930259240926
13508713,1363,10369170,"Entire home/apt",NA,"Zurich",NA,"Kreis 9",0,0,3,1,NA,127,NA,"At the bottom of the Uetliberg with a nice view","2017-06-22 19:59:51.805329",47.366341,8.488189,"0101000020E6100000AD889AE8F3F920408B170B43E4AE4740",94.2669967550105,1.53984270413632,0.688235294117647,0.796865231405628
14646686,1363,2627266,"Entire home/apt",NA,"Zurich",NA,"Kreis 11",21,5,4,1,NA,126,NA,"Cozy & Modern apt between city and airport","2017-06-22 19:59:49.700500",47.407782,8.550506,"0101000020E6100000E98024ECDB192140E0F2583332B44740",94.2669967550105,1.52771795843446,0.682352941176471,0.874852422750352
706997,1363,3072679,"Entire home/apt",NA,"Zurich",NA,"Kreis 10",8,4.5,4,1,NA,141,NA,"NB3: Beautiful 2-bedroom apartment","2017-06-22 19:59:49.698073",47.393704,8.529982,"0101000020E6100000F6EFFACC590F2140F62686E464B24740",94.2669967550105,1.70958914396237,0.770588235294118,0.855560213272917
4545201,1363,23565345,"Entire home/apt",NA,"Zurich",NA,"Kreis 3",68,5,6,2,NA,133,NA,"TOP CENTRAL 2 BEDROOMS 6 GUESTS","2017-06-22 19:59:49.695216",47.362297,8.521162,"0101000020E6100000FED5E3BED50A21402E3883BF5FAE4740",176.742953330869,0.806295589173742,0.332352941176471,0.958496967772351
14861181,1363,5536039,"Entire home/apt",NA,"Zurich",NA,"Kreis 4",2,0,2,1,NA,132,NA,"Direkt im belebten Kreis 4","2017-06-22 19:59:49.691830",47.379292,8.526625,"0101000020E61000001283C0CAA10D214035D1E7A38CB04740",94.2669967550105,1.60046643264562,0.717647058823529,1.0475354856734
16699958,1363,16011521,"Entire home/apt",NA,"Zurich",NA,"Kreis 7",5,5,2,1,NA,138,NA,"Cozy apartment near city center","2017-06-22 19:59:49.689053",47.363814,8.565218,"0101000020E61000009738F24064212140D9E9077591AE4740",94.2669967550105,1.67321490685679,0.752941176470588,1.04123797875998
13646726,1363,3774476,"Entire home/apt",NA,"Zurich",NA,"Kreis 1",70,5,2,1,NA,132,NA,"HEART BEAT ZURICH","2017-06-22 19:59:49.683807",47.372248,8.540534,"0101000020E61000008BC058DFC01421402E008DD2A5AF4740",94.2669967550105,1.60046643264562,0.717647058823529,1.34136192073295
16557058,1363,17580079,"Entire home/apt",NA,"Zurich",NA,"Kreis 3",0,0,5,2,NA,127,NA,"Charming Altbau","2017-06-22 19:59:49.681129",47.375193,8.517682,"0101000020E6100000AC74779D0D0921401558005306B04740",176.742953330869,0.769921352068159,0.314705882352941,0.958496967772351
19216342,1363,134489713,"Entire home/apt",NA,"Zurich",NA,"Kreis 8",0,0,3,1,NA,129,NA,"Large Sunny Seefeld Apt by Lake","2017-06-22 19:59:49.678681",47.358184,8.55563,"0101000020E61000005C5A0D897B1C2140A9F92AF9D8AD4740",94.2669967550105,1.56409219554004,0.7,1.15787197389607
15072079,1363,95331833,"Entire home/apt",NA,"Zurich",NA,"Kreis 3",1,0,3,2,NA,126,NA,"Familienfreundliche Wohnung in schöner Umgebung","2017-06-22 19:59:49.674814",47.374358,8.513604,"0101000020E610000088307E1AF70621407C7F83F6EAAF4740",176.742953330869,0.763858979217229,0.311764705882353,0.958496967772351
16748814,1363,49335068,"Entire home/apt",NA,"Zurich",NA,"Kreis 5",0,0,1,1,NA,127,NA,"Super central flat","2017-06-22 19:59:49.671363",47.382602,8.530211,"0101000020E61000007BF5F1D0770F21402DB1321AF9B04740",94.2669967550105,1.53984270413632,0.688235294117647,1.08787573099284
19341043,1363,81875408,"Entire home/apt",NA,"Zurich",NA,"Kreis 5",0,0,2,2,NA,127,NA,"Appartment in Zurich 8005","2017-06-22 19:59:49.661097",47.384275,8.530364,"0101000020E610000095F3C5DE8B0F2140D0D556EC2FB14740",176.742953330869,0.769921352068159,0.314705882352941,1.08787573099284
12019524,1363,2170677,"Entire home/apt",NA,"Zurich",NA,"Kreis 2",11,4,4,1,NA,138,NA,"central, charming flat Sihlcity","2017-06-22 19:59:49.656845",47.362838,8.526778,"0101000020E61000002C8194D8B50D21407FDFBF7971AE4740",94.2669967550105,1.67321490685679,0.752941176470588,1.01930259240926
1486847,1363,7951699,"Entire home/apt",NA,"Zurich",NA,"Kreis 3",36,4.5,2,1,NA,132,NA,"Grosse 2,5 Zwg mit Balkon im Kreis4","2017-06-22 19:59:49.653638",47.37328,8.517122,"0101000020E61000009015FC36C40821401D2098A3C7AF4740",94.2669967550105,1.60046643264562,0.717647058823529,0.958496967772351
7867894,1363,41465304,"Entire home/apt",NA,"Zurich",NA,"Kreis 11",1,0,2,2,NA,143,NA,"Zürich Seebach","2017-06-22 19:59:46.362519",47.423984,8.542195,"0101000020E6100000041C42959A1521407D03931B45B64740",176.742953330869,0.866919317683046,0.361764705882353,0.874852422750352
16436258,1363,8175597,"Entire home/apt",NA,"Zurich",NA,"Kreis 7",0,0,4,2,NA,143,NA,"Zurich flat (city trip or business relax)","2017-06-22 19:59:46.359511",47.364053,8.55691,"0101000020E610000077A1B94E231D21405E81E84999AE4740",176.742953330869,0.866919317683046,0.361764705882353,1.04123797875998
19165014,1363,22422574,"Entire home/apt",NA,"Zurich",NA,"Kreis 1",3,5,4,1,NA,142,NA,"TOP! Bahnhofstrasse and Main Station — 400 meters","2017-06-22 19:59:46.351496",47.372676,8.542485,"0101000020E610000020240B98C01521408600E0D8B3AF4740",94.2669967550105,1.72171388966423,0.776470588235294,1.34136192073295
