uuid,source,orig_id,datetime_local,year,month,day,hour,lat,lon,sequence_img_count,sequence_index,sequence_id,hFoV,vFoV,heading,Beautiful,Boring,Depressing,Lively,Safe,Wealthy,Bird,Ground.Animal,Curb,Fence,Guard.Rail,Barrier,Wall,Bike.Lane,Crosswalk...Plain,Curb.Cut,Parking,Pedestrian.Area,Rail.Track,Road,Service.Lane,Sidewalk,Bridge,Building,Tunnel,Person,Bicyclist,Motorcyclist,Other.Rider,Lane.Marking...Crosswalk,Lane.Marking...General,Mountain,Sand,Sky,Snow,Terrain,Vegetation,Water,Banner,Bench,Bike.Rack,Billboard,Catch.Basin,CCTV.Camera,Fire.Hydrant,Junction.Box,Mailbox,Manhole,Phone.Booth,Pothole,Street.Light,Pole,Traffic.Sign.Frame,Utility.Pole,Traffic.Light,Traffic.Sign..Back.,Traffic.Sign..Front.,Trash.Can,Bicycle,Boat,Bus,Car,Caravan,Motorcycle,On.Rails,Other.Vehicle,Trailer,Truck,Wheeled.Slow,Car.Mount,Ego.Vehicle,Total,url
e7c8e4f9-baa7-4237-9eee-58c8897472f4,Mapillary,288367996293371,2019-03-16 16:21:59.185000+01:00,2019,3,16,16,47.37537347850014,8.545426726341248,112,29,Eq_XNp7qSxaMCiyJAR-spg,65.19286649502509,39.56573585092836,327.20428466797,7.57,2.65,3.26,7.97,1.35,1.38,0,0,34161,0,0,0,521913,0,0,0,0,0,85632,265110,0,214074,0,355785,0,0,0,0,0,0,21015,0,0,96120,0,0,33282,0,0,0,1233,8697,0,0,0,0,0,0,0,0,255,16425,0,342,0,0,882,0,0,0,0,53331,0,0,0,0,0,0,0,0,616953,2325210,https://www.mapillary.com/app/?focus=photo&pKey=288367996293371
bc7a7e5b-a286-453b-8051-ba17c02b62ac,Mapillary,585672335750442,2019-06-08 14:45:09.942000+02:00,2019,6,8,14,47.37571858791213,8.54336142539978,186,44,klyccd4lp25ks7pbuikv6y,65.85671750451422,40.03261858696247,195.41876220703,7.24,3.21,3.13,7,1.77,5.23,0,0,0,488559,0,0,0,0,0,0,0,0,0,45495,0,576525,85638,185640,0,263553,6966,0,0,0,258,0,0,147108,0,0,204324,205539,3351,0,0,5778,0,0,0,0,0,0,0,0,0,36081,0,0,0,2145,5421,0,9912,0,0,1470,0,0,0,0,0,0,0,0,0,2273763,https://www.mapillary.com/app/?focus=photo&pKey=585672335750442
4c4543d0-419c-43ac-ad64-9080852d3814,Mapillary,506292417898106,2022-04-17 18:23:51.600000+02:00,2022,4,17,18,47.36927011785812,8.531076908111572,46,15,oeDNUIkz0BxmOiHKAJrlLb,68.46444753428008,41.88742001184766,199.0659919876164,7.97,2.09,2.59,9.55,3.86,7.3,0,0,51375,3285,0,0,3015,0,0,0,42192,0,0,458862,0,71733,0,946758,0,0,0,0,0,0,85770,0,0,123312,0,0,170499,0,0,0,0,0,0,0,0,0,0,0,0,0,1389,2508,0,0,0,0,8352,0,0,0,0,359922,0,0,0,0,0,7758,0,0,0,2336730,https://www.mapillary.com/app/?focus=photo&pKey=506292417898106
2888ad21-b8e0-47cc-adac-bb6fcc1a787a,Mapillary,700994751221528,2022-04-16 11:11:26+02:00,2022,4,16,11,47.3797071622576,8.525508642196655,410,268,iZG8RvgaBlzqAN4bsTp7SC,68.172269878089935,41.677918058314646,209.34192260904973,7.88,1.44,1.23,8.71,2.62,7.75,0,0,23223,0,0,0,0,0,0,0,62160,0,0,1274283,0,45576,0,458856,0,0,0,0,0,0,23433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2730,11907,0,0,0,1371,2550,0,18477,0,0,417774,0,0,0,0,0,0,0,0,0,2342340,https://www.mapillary.com/app/?focus=photo&pKey=700994751221528
f6611230-095a-4ef4-bd60-9f1392b58eae,Mapillary,416442343326430,2022-04-15 15:52:03+02:00,2022,4,15,15,47.38091675222654,8.545834422111511,228,100,Berl2M9aXIzRLPSDcJHT4k,64.137491554103,38.82778486361468,153.95006968752534,9.13,5.61,2.84,9.4,5.32,8.77,0,0,84099,56613,0,0,91839,0,0,30840,0,0,0,826491,0,334797,0,218991,0,2847,0,0,0,0,11862,0,0,103068,0,168,477414,0,0,0,0,15051,0,0,0,0,0,10365,0,0,0,12636,0,0,0,0,0,2616,0,0,0,912,0,720,0,0,0,0,0,0,0,2281329,https://www.mapillary.com/app/?focus=photo&pKey=416442343326430
55347fa0-6d9f-4459-bcfb-974b7b533df7,Mapillary,970467513762706,2019-02-10 13:25:48.597000+01:00,2019,2,10,13,47.37006214144248,8.530336618423462,162,250,bGNNsknhT62DnW2EbcYFdw,48.8897369654863,28.685616253815382,218.41648864746,6.24,6.54,3.84,3.9,4.57,4.55,0,0,18576,183282,0,0,150888,0,0,0,0,0,0,252555,0,0,0,67113,0,0,0,0,0,0,9735,33,0,19872,0,71865,943761,77649,0,0,0,0,0,0,0,0,0,0,0,0,0,402,1248,0,0,0,3747,0,0,0,0,20346,0,0,0,0,0,0,0,0,470901,2291973,https://www.mapillary.com/app/?focus=photo&pKey=970467513762706
4e291c23-c9d7-4ad2-8e83-7f1b4e6949c3,Mapillary,315251406855048,2018-07-03 18:33:01+02:00,2018,7,3,18,47.37810886268224,8.546789288520813,84,310,rR1yQKi3RX2BLnDP8mWc6Q,NA,NA,157.11541748047,3.74,4.85,3.18,4.92,1.29,1.59,0,0,0,4187,0,52134,870,0,0,0,0,0,0,354978,0,36636,0,591529,0,0,0,434,0,0,6993,0,0,460398,0,0,0,0,0,0,0,39439,0,0,0,0,0,0,0,0,2910,3021,0,0,0,0,0,0,0,0,0,0,0,1622,0,0,0,0,0,0,0,1555151,https://www.mapillary.com/app/?focus=photo&pKey=315251406855048
22ce245d-d353-403c-b6a1-4586e0d31c44,Mapillary,528047748569107,2020-03-01 15:45:50.152000+01:00,2020,3,1,15,47.36986232010037,8.542186617851257,237,433,HAkNXSaRqVf2orEnb9Un6t,61.583673164532215,48.164025005622136,0,7.88,7.6,5.36,6.38,5.95,9.31,0,0,19828,34012,0,0,0,0,0,0,0,0,0,291640,0,21712,0,725888,0,340052,0,0,0,0,0,0,0,1290032,0,0,36384,0,0,0,0,0,0,0,0,0,0,0,0,0,5112,25816,0,0,0,0,0,0,7680,0,0,31304,0,0,0,0,0,0,0,223572,0,3053032,https://www.mapillary.com/app/?focus=photo&pKey=528047748569107
0a626880-6367-485f-b5c0-a85815abf27f,Mapillary,509949976805169,2019-02-10 13:47:27.384000+01:00,2019,2,10,13,47.37549699160184,8.54535698890686,90,78,v-6eyeAxTXO-JHS13p7T4g,64.70233161976498,39.2220891859527,335.11334228516,3.89,3.85,2.36,3.82,2.62,1.82,0,0,16116,0,0,0,69384,0,0,0,0,0,50433,214491,0,193395,790116,273537,0,0,0,0,0,0,16308,0,0,134514,0,0,100092,0,0,0,0,3762,0,0,0,0,0,0,0,0,0,0,0,1254,0,4404,1554,0,0,0,0,8337,0,0,0,0,0,0,0,0,433212,2310909,https://www.mapillary.com/app/?focus=photo&pKey=509949976805169
2555306b-1008-41a4-bcbb-43772844c679,Mapillary,666138011090118,2022-02-13 14:21:48.123000+01:00,2022,2,13,14,47.3786937006476,8.542057871818542,196,142,pzufo0KCeAtbDs6q5SZRkY,67.9683870527072,53.640533265443175,254.9094696044922,3.89,3.93,4.25,5.58,2.81,5.12,0,0,23724,772,0,0,0,0,0,0,0,0,58728,508068,0,35740,0,374692,0,6328,0,0,0,4488,60636,0,0,637052,0,0,971692,0,0,0,0,3596,0,0,0,0,0,0,0,0,4064,28580,0,64280,10648,17548,10108,11488,0,0,0,199828,0,0,0,0,0,0,0,0,0,3032060,https://www.mapillary.com/app/?focus=photo&pKey=666138011090118
076405dc-4625-4635-9cfe-c0bc895397e5,Mapillary,496144928177777,2019-03-16 16:25:01.210000+01:00,2019,3,16,16,47.37692100411391,8.544455766677856,211,27,a6pbMZ35TPedNT0x_fyCUA,68.3599190880003,41.81241962612164,333.00347900391,3.28,3.87,4.79,6.65,0.68,4.15,0,0,16854,0,0,0,48555,0,0,0,0,0,5238,398718,0,56076,0,448788,0,0,0,0,0,0,35577,0,0,0,0,0,53724,0,0,0,0,154212,0,0,0,0,0,6462,0,0,0,20403,0,37431,0,0,1767,0,0,0,0,411723,0,0,30177,0,0,0,0,0,598083,2323788,https://www.mapillary.com/app/?focus=photo&pKey=496144928177777
983f782d-8ad7-46d3-9d6b-b3780043c070,Mapillary,470600860711754,2020-02-13 17:04:33.916000+01:00,2020,2,13,17,47.37197675483117,8.529456853866577,106,67,s3s6pqvdui7jut4csgawcg,66.8025790275564,52.63014071199405,162.34710693359,3.58,4.09,5.3,5.63,4.21,6.28,0,0,19020,0,0,0,0,0,0,17520,0,0,188624,696336,0,120284,0,1065828,0,31228,0,0,0,0,40652,0,0,383972,0,7380,112296,0,0,0,0,0,0,0,0,0,0,0,0,0,2664,8048,0,5452,0,0,0,0,0,0,0,14988,0,0,0,0,0,0,0,0,353772,3068064,https://www.mapillary.com/app/?focus=photo&pKey=470600860711754
07f41788-0566-4c3b-a16d-0b32219a1f30,Mapillary,519924965868445,2019-12-23 09:11:07.815000+01:00,2019,12,23,9,47.37348805141602,8.546896576881409,333,105,1aobn1y8amj97kfhi8bc1i,63.4054933553964,49.71272125221381,331.04272460938,3.84,1.57,4.65,8.22,4.33,7.48,0,0,22992,3024,0,0,263976,0,0,0,0,0,73920,415624,0,44788,0,604208,0,0,0,0,0,0,37576,0,0,1440468,0,0,104376,0,0,0,0,1952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1948,0,0,0,0,65628,0,0,0,0,0,0,0,0,0,3080480,https://www.mapillary.com/app/?focus=photo&pKey=519924965868445
f9c1bbaf-dea9-4de5-8a9a-3058922332d2,Mapillary,147195170632622,2019-03-16 09:29:36.432000+01:00,2019,3,16,9,47.36920835405118,8.528083562850952,69,229,zuEthcj1TpK2Av1J-GBjXQ,67.29946749233426,41.05464476844987,299.69982910156,6.5,1.05,4.12,9.52,4.84,3,0,0,6000,2967,0,0,35370,0,0,0,0,0,0,603171,0,45849,0,557916,0,0,0,1155,0,18789,23010,0,0,82569,0,0,97185,0,0,0,0,33855,0,0,0,0,0,678,0,0,0,8700,0,0,4878,0,1356,0,0,0,177,126735,0,5841,0,0,0,0,0,0,669711,2325912,https://www.mapillary.com/app/?focus=photo&pKey=147195170632622
6e4f4a14-2f9f-4c99-a597-b58b4bf41bfb,Mapillary,1752522228264144,2019-06-08 12:15:35.830000+02:00,2019,6,8,12,47.37876635087355,8.541467785835266,39,15,yyzjdkmbmjeo7qs711s6s2,67.09143694723305,40.90664905632108,197.79457092285,7.49,5.57,4.61,7.51,4.94,7.51,0,0,0,21126,0,0,26928,0,0,0,0,0,0,1515099,0,26619,0,287532,0,38583,0,0,0,0,0,0,0,0,0,0,187455,0,0,0,0,14403,0,0,0,22860,0,3216,0,0,0,8568,0,25983,0,0,37932,0,15855,0,0,11604,0,26337,0,0,0,0,0,0,0,2270100,https://www.mapillary.com/app/?focus=photo&pKey=1752522228264144
5a56550f-5876-443a-b51d-4e1bd21a19ee,Mapillary,311409790500773,2019-04-24 10:03:33.898000+02:00,2019,4,24,10,47.37708810510179,8.543951511383057,266,84,IlLDBy8pQEymhdaSuuGMYw,67.9847115199427,41.54365934778925,313.43762207031,7.7,2.2,1.03,9.7,7.1,7.9,0,0,4218,0,0,0,0,0,0,7910,10218,0,0,189189,0,32196,0,388945,0,0,0,0,0,0,6508,0,0,30464,0,0,68889,0,0,0,0,4166,0,0,0,0,0,7783,0,0,0,3405,0,0,0,1326,4342,0,0,0,0,106708,0,10600,0,0,0,0,0,27699,0,904566,https://www.mapillary.com/app/?focus=photo&pKey=311409790500773
9bf6ea72-8425-4078-9cfc-10834eccb5b8,Mapillary,2980305735592989,2022-04-17 17:59:56.800000+02:00,2022,4,17,17,47.37181690362124,8.531742095947266,164,21,owUdEaORTknbjLSWeGvlgX,68.77192641948679,42.10836210790771,219.74478460417487,6.89,7.53,4.4,8.2,4.51,5.55,0,0,9000,79545,0,0,18621,0,0,0,0,0,24918,769734,0,8673,0,175572,0,0,0,0,0,0,38370,11193,0,764160,0,0,329070,0,0,0,0,11418,14913,0,0,0,0,0,0,0,0,29709,0,0,0,1365,2436,0,11463,0,0,1233,0,0,0,0,0,0,0,0,0,2301393,https://www.mapillary.com/app/?focus=photo&pKey=2980305735592989
286e8e11-4b9a-40e9-93e2-beb4b01ad7cf,Mapillary,503862081427906,2022-04-16 15:20:28.300000+02:00,2022,4,16,15,47.3733754322505,8.527531027793884,115,194,e2nhmKfHE908jXuOyr7zWI,69.15841351926699,42.38676274663138,130.6629320790655,4.64,5.48,6.05,9.09,4.87,4.51,0,0,116994,37764,0,0,0,0,0,8082,0,0,56058,491766,0,232227,0,616971,0,0,0,60384,0,2697,116379,0,0,110160,0,462,215079,0,0,0,0,0,0,0,0,3954,0,2001,0,0,6216,34302,0,18417,15618,0,4293,0,0,0,0,75768,0,70557,0,0,0,0,0,0,0,2296149,https://www.mapillary.com/app/?focus=photo&pKey=503862081427906
014fcbf7-41c2-444a-a117-39f5c591603a,Mapillary,1361594224227597,2019-12-28 14:42:29.058000+01:00,2019,12,28,14,47.38255492142406,8.546279668807983,502,1116,w65j2wu1kdwegi0i8yo0k2,62.67933567398337,49.09412849460925,237.66821289062,8.18,6.46,2.35,8.3,7.62,8.3,0,0,22236,27112,0,0,67720,0,0,4488,900,0,0,157124,0,105140,0,1212652,0,0,0,0,0,0,4684,10208,0,719516,0,792,584340,0,0,0,0,2300,0,0,0,0,0,0,0,0,1660,11068,0,0,0,0,0,8892,0,0,0,146116,0,0,0,0,0,4652,0,0,0,3091600,https://www.mapillary.com/app/?focus=photo&pKey=1361594224227597
2147f055-8b01-43cf-bea2-1a55943dfd61,Mapillary,295308818839751,2019-09-07 10:43:54+02:00,2019,9,7,10,47.37656500459116,8.544729351997375,62,17,94znb5n4fdz6mo6uqbvj27,NA,NA,337.36981201172,1.78,4.2,2.62,1.56,0.22,3.23,0,0,0,4229,0,0,148442,0,0,0,0,0,211169,350290,0,0,56324,121761,0,0,0,0,0,0,18124,0,0,662057,0,0,109330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2234,0,0,226,0,0,0,0,344,0,0,0,0,0,0,0,0,0,1684530,https://www.mapillary.com/app/?focus=photo&pKey=295308818839751
089424b7-0b2c-4e82-8703-79bc74654540,Mapillary,1062155934509332,2022-04-16 10:24:07.598000+02:00,2022,4,16,10,47.375573278961326,8.53687584400177,500,132,RdIDaCpOYJo1NfuLxsjt3U,68.35886527025674,41.811663781867296,215.0084410283501,5.08,1.99,1.97,8.31,3.78,1.35,0,0,31152,0,0,0,0,0,0,28332,0,0,0,1188000,0,109590,0,624969,0,2859,59352,0,0,0,0,0,0,53070,0,0,59091,0,0,0,0,27723,0,0,0,0,0,0,0,0,0,22359,0,9909,0,0,6483,0,64038,0,0,9453,0,4506,0,0,0,501,0,0,0,2301387,https://www.mapillary.com/app/?focus=photo&pKey=1062155934509332
5c2bbb7a-5281-4534-ad1d-1b74e363e73a,Mapillary,730475881425358,2022-04-15 16:01:16.500000+02:00,2022,4,15,16,47.38341212492952,8.5408616065979,452,452,TCOUx2SPWfjHal9mXh6ibV,67.68784277344405,41.33151517617551,323.36361090726336,7.16,2.74,4.37,9.64,8.06,6.98,0,0,6048,0,0,0,14553,0,0,0,18675,0,91641,953169,0,15720,0,635490,0,0,0,0,0,9870,49248,0,0,152940,0,0,256728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5238,0,11712,0,0,321,1989,0,0,0,75630,0,0,0,0,0,0,0,0,0,2298972,https://www.mapillary.com/app/?focus=photo&pKey=730475881425358
97fdc894-907d-4ea1-890c-cda8e046e5bc,Mapillary,817827865497656,2019-03-17 13:31:23.381000+01:00,2019,3,17,13,47.377109900843806,8.538474440574646,224,9,yoGt5kj-R2y3llziGRL0Zg,67.61746955136485,41.28129076421269,18.310546875,3.02,2.19,7.05,7.79,5.29,3.96,0,0,26196,22965,0,0,0,0,0,0,0,0,15729,443691,0,174063,136068,132063,0,29364,1485,0,0,0,11229,0,0,185214,0,0,0,0,0,0,0,0,954,0,0,4881,0,4065,0,0,0,39897,0,39390,6768,0,23034,0,0,0,0,42723,0,0,364854,0,0,0,0,0,585570,2290203,https://www.mapillary.com/app/?focus=photo&pKey=817827865497656
81240a71-516a-445a-85ce-e5f0a74398b5,Mapillary,488792295698095,2019-11-18 08:59:45.613000+01:00,2019,11,18,8,47.37599830651516,8.536419868469238,150,12,ay3i8op1t9pq0sip6u7miy,63.65489315334593,49.92557966161378,45.567016601562,1.93,3.47,2.56,3.53,1.79,0.99,0,0,24504,2469284,0,0,0,0,0,0,0,0,3220,44924,0,342572,0,7820,0,3560,0,0,0,0,0,0,0,35164,0,0,128936,0,0,0,0,372,0,0,0,0,0,0,0,0,0,13844,0,420,0,31676,2412,0,0,0,0,17840,0,4088,0,0,0,0,0,0,0,3130636,https://www.mapillary.com/app/?focus=photo&pKey=488792295698095
45cee34b-bc51-4ffd-8451-202488b93819,Mapillary,755132838823480,2022-04-16 11:02:54.400000+02:00,2022,4,16,11,47.37458516747654,8.532595038414001,435,137,MtedgxGFoiquW50pb9IkzN,67.98340548747346,41.54272508017877,68.41684957133577,1.3,7.15,1.58,1.84,2.33,6.16,0,0,0,31584,0,0,0,288942,0,0,0,0,0,1659,0,711081,0,114366,0,179190,0,0,0,0,11331,10992,0,30375,0,56082,683451,0,153,7329,0,32487,0,0,0,0,0,17223,0,0,723,36846,0,2685,0,0,0,0,0,0,0,1176,0,0,0,0,0,0,64323,0,0,2281998,https://www.mapillary.com/app/?focus=photo&pKey=755132838823480
f1084f8a-e8c9-47c1-87f1-9740f5ed1ef3,Mapillary,456863038751311,2018-07-03 18:32:19+02:00,2018,7,3,18,47.38004861088584,8.545501828193665,84,289,rR1yQKi3RX2BLnDP8mWc6Q,NA,NA,150.74331665039,4.69,8.43,2.06,7.29,1.15,3.69,0,0,0,40835,0,526045,105515,0,0,0,0,0,0,225546,0,6467,0,206071,0,798,0,0,0,0,29614,0,0,528262,0,0,252027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6783,0,0,0,0,0,0,0,0,0,67316,0,0,0,0,0,0,0,0,0,1995279,https://www.mapillary.com/app/?focus=photo&pKey=456863038751311
d33cf96c-db06-4de4-bf56-7eeed5b07fe6,Mapillary,479409343375865,2019-03-16 16:18:57.293000+01:00,2019,3,16,16,47.37390219724651,8.546580076217651,177,230,2hp5lBtvRt-nvWZMN5ydVw,71.53962550726183,44.11926825297508,346.517578125,7.04,2.44,5.4,8.26,1.97,5.07,0,0,24708,22233,0,0,440922,0,0,0,0,0,27540,256284,0,178017,0,354057,0,0,0,0,0,0,15738,0,0,84021,0,0,71484,0,0,0,0,25068,0,0,0,0,0,0,0,0,0,7314,0,0,0,0,8217,0,0,0,0,183978,0,0,0,0,0,0,0,0,609240,2308821,https://www.mapillary.com/app/?focus=photo&pKey=479409343375865
8fcb9958-2e9a-405a-8d4e-5b60713e33cc,Mapillary,300932058415568,2015-09-19 13:31:34+02:00,2015,9,19,13,47.38136716302202,8.530835509300232,370,175,wqJk7cmKPi7DVWzZ5KNadw,90.53446032792918,74.2535484212074,126,8.1,2.01,5.14,6.25,4.83,2.06,0,0,0,6092,0,0,12296,0,0,0,52260,0,0,1148184,0,0,0,459696,0,0,0,0,0,3452,73260,0,0,689540,0,0,84572,0,0,0,0,7364,0,0,0,0,0,0,0,0,1916,9652,0,32128,0,0,64,0,0,0,0,490524,0,0,0,0,0,12176,0,0,0,3083176,https://www.mapillary.com/app/?focus=photo&pKey=300932058415568
46463069-c386-45f3-8654-411bb6738dc7,Mapillary,1147222716193520,2022-11-04 09:20:08.722000+01:00,2022,11,4,9,47.37350984864608,8.533195853233337,282,203,Fqn98asb7DmjXoxUO6JpQP,74.13848217473787,59.07072957690034,198.4675178795635,3.84,3.27,5.11,7.94,3.94,8.58,0,0,22560,0,0,0,0,1284,0,12328,0,0,0,516428,0,125228,0,970372,0,3160,0,0,0,128,15828,0,0,530108,0,5960,744580,0,0,5288,0,18272,0,0,0,3248,0,0,0,0,0,23596,0,0,0,0,9736,2620,0,0,52772,8016,0,0,0,0,0,0,0,0,10336,3081848,https://www.mapillary.com/app/?focus=photo&pKey=1147222716193520
57853c40-717e-4488-8737-c747684e9a67,Mapillary,727212037960646,2016-06-10 17:50:17.115000+02:00,2016,6,10,17,47.37364789756057,8.538211584091187,26,4,sVG8sBA8up6y7yXHGOFeZQ,61.790902509618064,37.20529830066519,13.545321808879,2.71,1.31,6.51,9.45,8.43,6.82,0,0,0,0,0,0,0,0,0,0,0,0,0,125361,0,314352,0,871416,0,176811,0,0,0,24231,26343,0,0,10308,0,0,215859,0,0,0,5658,269697,0,0,0,0,0,42456,0,0,12033,88149,0,0,0,0,13143,0,0,0,0,58056,0,2979,0,0,0,0,0,0,0,2256852,https://www.mapillary.com/app/?focus=photo&pKey=727212037960646
76933f75-762a-4269-af53-c5e2f266c87f,Mapillary,177402240916724,2016-03-10 17:40:14+01:00,2016,3,10,17,47.38312154903167,8.539241552352905,308,382,LLfruNAh9lpyP2QzX7qjng,89.03616672179855,72.81668759161691,315,7.51,4.39,2.82,1.6,1.03,2.95,0,0,0,205520,0,0,510600,0,0,0,0,0,0,0,0,759924,0,348684,0,29420,26672,0,0,0,0,0,0,563980,0,0,316992,13448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13440,0,0,0,0,124092,0,0,0,0,0,0,0,0,0,0,0,0,2912772,https://www.mapillary.com/app/?focus=photo&pKey=177402240916724
b2ecf662-3148-480d-ab7c-d63606be7709,Mapillary,3686688221454705,2018-12-04 13:05:20.800000+01:00,2018,12,4,13,47.370548975725,8.538898229598999,168,112,8zUrSKKjTw6Z8uIEwPRjmw,65.86051390492617,51.81714069615384,257.67059326172,4.31,1.89,2.86,7.7,4.87,7.7,0,4996,0,0,0,0,0,0,0,0,0,0,704,83168,0,1630092,0,927676,0,136140,0,0,0,0,0,0,0,59384,0,0,105412,0,0,16468,0,106920,0,0,0,0,0,0,0,0,0,4680,0,292,0,0,0,3452,0,0,0,3628,0,0,0,0,0,0,0,0,0,3083012,https://www.mapillary.com/app/?focus=photo&pKey=3686688221454705
aa642674-f0fc-4fcd-8cb4-c326f0a8dd0c,Mapillary,178757160707565,2019-12-13 11:21:12.207000+01:00,2019,12,13,11,47.38031014450979,8.546306490898132,108,167,zffr3h90e7bonwxvw8ja2l,62.53290773991396,48.9696005301381,322.26507568359,0.62,0.96,5.31,5.61,2.11,4.72,0,0,10856,0,0,0,0,0,0,3460,0,0,0,234312,0,103368,0,1502636,0,80012,0,0,0,0,6976,0,0,421296,0,0,226152,0,0,0,0,36076,0,0,0,0,0,0,0,0,2880,12296,0,0,0,0,0,0,12548,0,0,185908,0,0,0,0,0,600,0,0,216640,3056016,https://www.mapillary.com/app/?focus=photo&pKey=178757160707565
ab4e9fc5-be51-4de7-933a-1b58329eb746,Mapillary,1233549837064859,2015-04-12 12:17:23.081000+02:00,2015,4,12,12,47.36900852947437,8.528453707695007,142,168,a77ea98G904bc_JnOfLZwQ,58.88314300246699,45.88787484528041,338.5698,5.97,3.6,7.51,8.53,2.92,7.69,0,0,37876,109840,0,0,21888,0,0,0,0,0,0,225052,0,116704,0,1555764,0,0,0,0,0,40272,51588,0,0,759808,0,0,0,0,0,0,0,10164,0,0,0,0,0,0,0,0,0,28368,0,23676,29184,0,4868,0,0,0,0,21860,0,0,0,0,0,0,0,0,0,3036912,https://www.mapillary.com/app/?focus=photo&pKey=1233549837064859
19919551-6a5f-4451-92da-5ef3fa4af372,Mapillary,1094280867751099,2015-07-10 13:22:53.881000+02:00,2015,7,10,13,47.380517191042,8.539922833442688,187,91,KLPOQ_WkIIYXohFJg42AhQ,89.05987792137891,57.91548275979471,312.66522855048,8.24,5.91,5.34,6.44,4.32,8.34,0,0,4850,14850,0,0,78070,0,0,0,0,6835,0,844375,0,0,0,217560,0,8735,0,0,0,0,0,0,0,104205,0,20260,742290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2056095,https://www.mapillary.com/app/?focus=photo&pKey=1094280867751099
60ca0972-4241-4832-bfce-324d0d65c5a9,Mapillary,815898529042727,2017-07-21 16:13:03+02:00,2017,7,21,16,47.38069517776185,8.540346622467041,145,709,rctjx6u1fcxrf26tl8w1hm,90.794969981241,74.50445274376924,338,9.84,7.45,5.27,7.83,8.42,7.56,0,0,28972,2020,0,0,0,0,0,6304,0,0,0,697532,0,16136,0,0,0,0,0,0,0,0,0,0,0,199280,0,59144,2096756,0,0,0,0,0,0,0,0,0,0,0,0,0,5376,11124,0,0,0,1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3123700,https://www.mapillary.com/app/?focus=photo&pKey=815898529042727
36a89c8f-624b-495d-8bcb-6e406839bca1,Mapillary,302543034799051,2019-06-09 11:59:10.050000+02:00,2019,6,9,11,47.377734708283214,8.543173670768738,362,361,op3gmtr2kt6sot9omlozo9,67.76314299177126,41.38528334144395,0,7.7,1.94,2.05,4.22,7.96,1.86,0,0,40827,10143,0,0,1923,0,0,69261,0,0,0,304548,0,669240,0,436413,0,0,0,0,0,553023,14181,0,0,0,0,0,94257,0,0,0,0,18702,0,0,0,0,0,0,0,0,0,35025,0,0,0,3498,3402,5520,0,0,0,0,0,0,0,0,0,0,0,0,0,2259963,https://www.mapillary.com/app/?focus=photo&pKey=302543034799051
94eef12f-7704-4491-b939-8761a087e741,Mapillary,329030341977389,2015-09-19 13:22:05+02:00,2015,9,19,13,47.37867553807547,8.541666269302368,370,82,wqJk7cmKPi7DVWzZ5KNadw,90.71720039000216,74.42951706128643,258,3.51,1.97,4.93,8.09,3.01,6.08,0,0,7220,33156,0,0,31412,0,0,45200,0,0,59860,352484,0,342032,0,226052,0,6664,0,0,0,444764,7452,0,0,466804,0,0,692492,0,0,0,0,19000,18732,0,0,0,0,20448,0,0,2620,76860,0,20020,64480,0,23044,5232,0,0,0,19484,0,0,32760,0,0,0,0,0,0,3018272,https://www.mapillary.com/app/?focus=photo&pKey=329030341977389
d8fbd36a-b133-4550-8214-205bb0187fbd,Mapillary,171169781742430,2021-09-02 13:17:09.443000+02:00,2021,9,2,13,47.38313244565674,8.539981842041016,249,58,Ku5wsD8kF2nGR7mSjhtgyE,65.55761117051071,39.82199826958843,126.43365478515624,5.5,1.25,4.24,9.2,3.87,5.98,0,0,8184,10830,0,0,34218,0,0,0,0,0,0,653916,0,21738,0,689625,0,0,0,0,0,10665,1827,0,0,127566,0,0,541377,0,0,0,0,7275,0,0,0,0,0,0,0,0,0,40512,3561,0,3879,37065,3456,0,0,0,0,83727,0,0,0,0,0,0,0,0,0,2279421,https://www.mapillary.com/app/?focus=photo&pKey=171169781742430
772b8073-1383-4bff-b653-7f7a8e1c1d26,Mapillary,1777154529132272,2020-03-01 15:44:50.330000+01:00,2020,3,1,15,47.3692955499929,8.54186475276947,237,335,HAkNXSaRqVf2orEnb9Un6t,63.00045673861116,49.36746817010744,4.2910260500765,7.76,8.31,2.11,9.19,2.65,7.17,0,0,0,2820,0,0,0,0,0,0,51552,0,0,189952,0,0,9876,315100,0,0,0,0,0,0,26240,12908,0,1342852,0,0,408412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1252,0,11668,0,0,892,0,8188,0,0,485084,0,0,0,0,0,6388,0,216304,0,3089488,https://www.mapillary.com/app/?focus=photo&pKey=1777154529132272
