room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,name,last_modified,latitude,longitude,location
9206432,279,15647838,Entire home/apt,Switzerland,Zurich,,Kreis 11,0,,3.0,2.0,1.0,155.0,1.0,,2016-01-11 08:04:59.015215,47.419573,8.507388,0101000020E610000005C4245CC80321406EA46C91B4B54740
8155428,279,43054775,Entire home/apt,Switzerland,Zurich,,Kreis 5,0,,2.0,1.0,1.0,104.0,21.0,,2016-01-11 08:04:46.441815,47.383498,8.530224,0101000020E6100000CE1B2785790F21406C0A647616B14740
8263299,279,43111694,Private room,Switzerland,Zurich,,Kreis 7,1,4.0,2.0,1.0,1.0,49.0,7.0,,2016-01-11 08:04:43.172844,47.356605,8.598245,0101000020E6100000B5FD2B2B4D322140884B8E3BA5AD4740
3814983,279,18715465,Entire home/apt,Switzerland,Zurich,,Kreis 7,5,5.0,,3.0,2.0,259.0,5.0,,2016-01-11 08:04:00.292973,47.363311,8.558976,0101000020E61000006F7F2E1A321E214077A38FF980AE4740
9123684,279,16693974,Private room,Switzerland,Zurich,,Kreis 4,1,5.0,2.0,1.0,1.0,57.0,2.0,,2016-01-11 08:03:33.045254,47.376627,8.529125,0101000020E6100000F4FDD478E90E214032E5435035B04740
3600409,279,16407214,Entire home/apt,Switzerland,Zurich,,Kreis 3,15,4.0,2.0,1.0,1.0,113.0,3.0,,2016-01-11 08:02:59.900344,47.373377,8.516522,0101000020E61000003B545392750821400F0A4AD1CAAF4740
10095770,279,18327045,Private room,Switzerland,Zurich,,Kreis 3,0,,2.0,1.0,1.0,51.0,1.0,,2016-01-11 08:02:56.240894,47.373123,8.51953,0101000020E6100000EE940ED6FF0921405531957EC2AF4740
4007176,279,20777052,Entire home/apt,Switzerland,Zurich,,Kreis 8,21,5.0,4.0,1.0,1.0,147.0,2.0,,2016-01-11 08:02:42.030567,47.357022,8.555098,0101000020E6100000672618CE351C2140ECF99AE5B2AD4740
1544537,279,8231273,Entire home/apt,Switzerland,Zurich,,Kreis 6,22,4.5,2.0,0.0,1.0,124.0,2.0,,2016-01-11 08:02:38.350753,47.389046,8.537241,0101000020E610000003249A4011132140DF516342CCB14740
4052666,279,16506657,Private room,Switzerland,Zurich,,Kreis 6,7,5.0,2.0,1.0,1.0,61.0,1.0,,2016-01-11 08:02:33.605139,47.385115,8.539092,0101000020E61000000A12DBDD031421407A19C5724BB14740
3687899,279,18761553,Private room,Switzerland,Zurich,,Kreis 6,31,5.0,1.0,1.0,1.0,62.0,2.0,,2016-01-11 08:02:30.047645,47.38717,8.549292,0101000020E6100000ABE80FCD3C19214004FF5BC98EB14740
9439308,279,6520602,Private room,Switzerland,Zurich,,Kreis 11,4,4.5,3.0,1.0,1.0,78.0,1.0,,2016-01-11 08:01:43.403856,47.408955,8.54184,0101000020E61000004C546F0D6C15214091442FA358B44740
9832649,279,8151064,Entire home/apt,Switzerland,Zurich,,Kreis 1,2,4.5,,2.0,1.0,135.0,1.0,,2016-01-11 08:01:20.868033,47.375697,8.54322,0101000020E6100000F5108DEE20162140481ADCD616B04740
7305052,279,1854424,Private room,Switzerland,Zurich,,Kreis 6,0,,1.0,1.0,1.0,47.0,25.0,,2016-01-11 08:01:16.381457,47.389167,8.538186,0101000020E610000082548A1D8D1321405AD76839D0B14740
10102196,279,16449139,Private room,Switzerland,Zurich,,Kreis 10,0,,2.0,1.0,1.0,88.0,1.0,,2016-01-11 08:01:11.224999,47.388904,8.534353,0101000020E6100000FA0967B7961121404CA4349BC7B14740
4693107,279,12425737,Entire home/apt,Switzerland,Zurich,,Kreis 6,9,5.0,5.0,2.0,2.0,165.0,2.0,,2016-01-11 08:01:07.321734,47.39039,8.540299,0101000020E61000007D1F0E12A2142140BC57AD4CF8B14740
10147958,279,51384162,Private room,Switzerland,Zurich,,Kreis 4,0,,1.0,1.0,1.0,52.0,1.0,,2016-01-11 08:00:55.840078,47.37335,8.527591,0101000020E6100000EF535568200E214016FBCBEEC9AF4740
10468708,279,51094859,Entire home/apt,Switzerland,Zurich,,Kreis 2,0,,,2.0,1.0,180.0,4.0,,2016-01-11 08:00:51.805624,47.364585,8.538982,0101000020E6100000EE43DE72F51321405BCEA5B8AAAE4740
1324289,279,245281,Entire home/apt,Switzerland,Zurich,,Kreis 3,39,5.0,2.0,1.0,1.0,98.0,3.0,,2016-01-11 08:00:34.107512,47.364636,8.520413,0101000020E610000095D39E92730A2140DD787764ACAE4740
8406965,279,8160971,Private room,Switzerland,Zurich,,Kreis 4,2,4.5,2.0,1.0,1.0,67.0,2.0,,2016-01-11 08:00:10.070659,47.37811,8.525576,0101000020E6100000FF1F274C180D2140312592E865B04740
9000288,279,47005467,Private room,Switzerland,Zurich,,Kreis 3,0,,2.0,1.0,,78.0,14.0,,2016-01-11 07:59:53.870641,47.369172,8.503835,0101000020E61000000B293FA9F6012140A94C310741AF4740
6344655,279,15044127,Entire home/apt,Switzerland,Zurich,,Kreis 3,0,,2.0,1.0,1.0,107.0,3.0,,2016-01-11 07:59:25.573978,47.369349,8.525069,0101000020E61000006F490ED8D50C2140B8E7F9D346AF4740
8598465,279,701793,Entire home/apt,Switzerland,Zurich,,Kreis 10,0,,4.0,2.0,,206.0,2.0,,2016-01-11 07:59:21.384319,47.394685,8.515237,0101000020E6100000D960E124CD072140639CBF0985B24740
9516948,279,47181926,Entire home/apt,Switzerland,Zurich,,Kreis 2,0,,1.0,1.0,1.0,114.0,21.0,,2016-01-11 07:59:06.648132,47.363749,8.529715,0101000020E6100000BA66F2CD360F2140F279C5538FAE4740
6920526,279,825903,Private room,Switzerland,Zurich,,Kreis 4,30,4.5,2.0,1.0,1.0,40.0,1.0,,2016-01-11 07:58:45.691479,47.379232,8.517063,0101000020E61000007CF1457BBC08214060CC96AC8AB04740
6449166,279,5643907,Private room,Switzerland,Zurich,,Kreis 4,19,4.5,2.0,1.0,1.0,92.0,1.0,,2016-01-11 07:57:41.706822,47.377292,8.52701,0101000020E610000076543541D40D21406E85B01A4BB04740
142372,279,691660,Private room,Switzerland,Zurich,,Kreis 9,73,5.0,1.0,1.0,,64.0,5.0,,2016-01-11 07:57:36.704603,47.385312,8.500321,0101000020E61000000801F9122A002140D06053E751B14740
7269995,279,5513596,Private room,Switzerland,Zurich,,Kreis 3,0,,2.0,1.0,2.0,72.0,1.0,,2016-01-11 07:57:33.357266,47.377364,8.504698,0101000020E610000095B6B8C6670221400858AB764DB04740
6087791,279,31593028,Entire home/apt,Switzerland,Zurich,,Kreis 1,3,4.5,3.0,2.0,1.0,145.0,2.0,,2016-01-11 07:57:22.335962,47.367731,8.544306,0101000020E61000007D08AA46AF162140D95C35CF11AF4740
5458682,279,4483413,Private room,Switzerland,Zurich,,Kreis 11,28,4.5,3.0,1.0,1.0,67.0,1.0,,2016-01-11 07:57:18.507979,47.40765,8.535889,0101000020E61000008192020B60122140711B0DE02DB44740
5636461,279,838534,Private room,Switzerland,Zurich,,Kreis 4,27,5.0,2.0,1.0,1.0,98.0,1.0,,2016-01-11 07:56:19.674081,47.385572,8.515288,0101000020E6100000E10A28D4D30721406D205D6C5AB14740
7321274,279,1337978,Private room,Switzerland,Zurich,,Kreis 7,33,5.0,2.0,1.0,1.0,77.0,1.0,,2016-01-11 07:56:16.763321,47.37866,8.556094,0101000020E6100000EF004F5AB81C2140D5264EEE77B04740
7840353,279,39347887,Private room,Switzerland,Zurich,,Kreis 6,1,5.0,2.0,1.0,1.0,62.0,3.0,,2016-01-11 07:56:11.147996,47.388107,8.546229,0101000020E6100000EA40D653AB172140A12C7C7DADB14740
10014497,279,8161249,Entire home/apt,Switzerland,Zurich,,Kreis 11,0,,2.0,1.0,1.0,71.0,1.0,,2016-01-11 07:56:00.552600,47.40889,8.555031,0101000020E61000004888F2052D1C2140AAD4EC8156B44740
8094274,279,5931113,Private room,Switzerland,Zurich,,Kreis 10,0,,2.0,1.0,1.0,225.0,1.0,,2016-01-11 07:55:53.169529,47.392512,8.533617,0101000020E6100000E42D573F36112140CFA44DD53DB24740
5540153,279,28729747,Entire home/apt,Switzerland,Zurich,,Kreis 1,13,4.5,2.0,1.0,1.0,88.0,4.0,,2016-01-11 07:55:39.590669,47.37384,8.545241,0101000020E61000006EE00ED429172140E4F736FDD9AF4740
10375885,279,2865545,Private room,Switzerland,Zurich,,Kreis 11,0,,1.0,1.0,1.0,47.0,7.0,,2016-01-11 07:55:09.287754,47.411991,8.519479,0101000020E6100000E6EAC726F9092140889FFF1EBCB44740
380506,279,1908965,Private room,Switzerland,Zurich,,Kreis 5,189,4.5,2.0,1.0,1.0,52.0,1.0,,2016-01-11 07:54:48.167270,47.386224,8.53023,0101000020E610000056B77A4E7A0F21401477BCC96FB14740
8049321,279,15407049,Entire home/apt,Switzerland,Zurich,,Kreis 5,6,5.0,3.0,0.0,1.0,203.0,3.0,,2016-01-11 07:54:38.280084,47.391123,8.511807,0101000020E61000004DBA2D910B06214051DB865110B24740
5267443,279,3845079,Entire home/apt,Switzerland,Zurich,,Kreis 3,1,5.0,,3.0,2.0,176.0,7.0,,2016-01-11 07:54:35.114941,47.368791,8.526894,0101000020E6100000D1EAE40CC50D21409207228B34AF4740
9706157,279,26009490,Entire home/apt,Switzerland,Zurich,,Kreis 3,0,,5.0,3.0,,93.0,1.0,,2016-01-11 07:54:07.143515,47.365252,8.504469,0101000020E610000010B1C1C2490221403866D993C0AE4740
8823075,279,46216624,Entire home/apt,Switzerland,Zurich,,Kreis 4,5,5.0,5.0,2.0,1.0,103.0,2.0,,2016-01-11 07:53:59.949292,47.377811,8.515866,0101000020E6100000973C9E961F082140D788601C5CB04740
9276405,279,6015274,Entire home/apt,Switzerland,Zurich,,Kreis 9,0,,3.0,2.0,1.0,93.0,7.0,,2016-01-11 07:53:51.479289,47.398639,8.494435,0101000020E6100000DAFE959526FD204080F44D9A06B34740
4461830,279,4288128,Entire home/apt,Switzerland,Zurich,,Kreis 5,54,5.0,4.0,1.0,2.0,175.0,2.0,,2016-01-11 07:53:47.767103,47.386651,8.51557,0101000020E6100000F29881CAF80721409CFBABC77DB14740
6912521,279,30111932,Entire home/apt,Switzerland,Zurich,,Kreis 1,42,4.0,2.0,1.0,1.0,78.0,1.0,,2016-01-11 07:53:41.109210,47.373367,8.543025,0101000020E610000020D26F5F07162140EC33677DCAAF4740
4757383,279,13801139,Entire home/apt,Switzerland,Zurich,,Kreis 7,67,5.0,2.0,1.0,1.0,122.0,1.0,,2016-01-11 07:53:37.034568,47.372346,8.553,0101000020E61000004260E5D0221B2140F165A208A9AF4740
9139481,279,47599036,Entire home/apt,Switzerland,Zurich,,Kreis 1,0,,4.0,1.0,1.0,169.0,3.0,,2016-01-11 07:53:28.230563,47.36558,8.545463,0101000020E6100000295B24ED461721402D095053CBAE4740
8363158,279,7417694,Private room,Switzerland,Zurich,,Kreis 8,1,5.0,2.0,1.0,1.0,78.0,,,2016-01-11 07:53:05.751121,47.357896,8.555774,0101000020E610000028EFE3688E1C214042AF3F89CFAD4740
2196126,279,2771513,Entire home/apt,Switzerland,Zurich,,Kreis 5,24,5.0,5.0,2.0,1.0,315.0,4.0,,2016-01-11 07:53:02.863357,47.383372,8.535068,0101000020E6100000B345D26EF4112140DF196D5512B14740
8453813,279,44500582,Entire home/apt,Switzerland,Zurich,,Kreis 11,0,,3.0,1.0,1.0,83.0,5.0,,2016-01-11 07:52:57.790446,47.409384,8.55809,0101000020E61000000473F4F8BD1D2140BAC0E5B166B44740
1509338,279,8061776,Private room,Switzerland,Zurich,,Kreis 2,20,5.0,1.0,1.0,,67.0,1.0,,2016-01-11 07:52:40.858266,47.332679,8.535824,0101000020E6100000E5D2F885571221407288B83995AA4740
3044226,279,13570663,Entire home/apt,Switzerland,Zurich,,Kreis 8,76,4.5,2.0,0.0,1.0,104.0,,,2016-01-11 07:52:09.326693,47.350723,8.561914,0101000020E61000003F541A31B31F21403E7AC37DE4AC4740
10240469,279,52629586,Private room,Switzerland,Zurich,,Kreis 3,0,,2.0,1.0,,47.0,1.0,,2016-01-11 07:52:02.545589,47.364686,8.520538,0101000020E610000087A6ECF4830A21408FA7E507AEAE4740
5168542,279,22404783,Private room,Switzerland,Zurich,,Kreis 7,56,5.0,2.0,1.0,,82.0,2.0,,2016-01-11 07:51:59.172042,47.356305,8.598963,0101000020E610000031074147AB3221405D33F9669BAD4740
3124190,279,8934007,Private room,Switzerland,Zurich,,Kreis 7,154,4.5,2.0,1.0,1.0,52.0,1.0,,2016-01-11 07:51:54.424934,47.379813,8.554455,0101000020E610000016359886E11B21403ECC5EB69DB04740
6964012,279,33208915,Private room,Switzerland,Zurich,,Kreis 11,0,,2.0,1.0,1.0,67.0,1.0,,2016-01-11 07:51:11.983980,47.420784,8.539345,0101000020E6100000B2852007251421400C570740DCB54740
7745803,279,24853889,Private room,Switzerland,Zurich,,Kreis 10,1,4.0,2.0,1.0,1.0,62.0,1.0,,2016-01-11 07:51:01.618298,47.396901,8.510182,0101000020E610000008043A9336052140F65FE7A6CDB24740
7838436,279,39204465,Private room,Switzerland,Zurich,,Kreis 11,4,5.0,2.0,1.0,1.0,62.0,1.0,,2016-01-11 07:50:52.868213,47.419936,8.50228,0101000020E6100000A9DE1AD82A012140DF347D76C0B54740
2595116,279,6210396,Entire home/apt,Switzerland,Zurich,,Kreis 12,0,,2.0,1.0,1.0,104.0,15.0,,2016-01-11 07:50:03.370189,47.404392,8.558211,0101000020E6100000F0880AD5CD1D2140CC61F71DC3B34740
8439119,279,25347589,Private room,Switzerland,Zurich,,Kreis 6,0,,2.0,1.0,1.0,104.0,2.0,,2016-01-11 07:49:53.415596,47.387101,8.544989,0101000020E6100000075C57CC08172140DC9F8B868CB14740
4742051,279,24478416,Entire home/apt,Switzerland,Zurich,,Kreis 4,0,,2.0,2.0,1.0,93.0,7.0,,2016-01-11 07:49:32.517387,47.377428,8.528921,0101000020E6100000D255BABBCE0E21401F4C8A8F4FB04740
9853190,279,48420108,Private room,Switzerland,Zurich,,Kreis 6,5,5.0,2.0,1.0,1.0,67.0,1.0,,2016-01-11 07:49:15.058530,47.382709,8.541147,0101000020E610000033A83638111521404371C79BFCB04740
10095683,279,1140206,Entire home/apt,Switzerland,Zurich,,Kreis 6,1,5.0,2.0,2.0,1.0,83.0,1.0,,2016-01-11 07:48:43.030780,47.392858,8.54368,0101000020E610000083FA96395D16214069FCC22B49B24740
4999355,279,16448177,Private room,Switzerland,Zurich,,Kreis 9,54,4.5,3.0,1.0,,72.0,1.0,,2016-01-11 07:48:33.051068,47.375586,8.493086,0101000020E61000001D3BA8C475FC2040F06AB93313B04740
8251833,279,15647838,Private room,Switzerland,Zurich,,Kreis 11,0,,2.0,1.0,1.0,98.0,5.0,,2016-01-11 07:48:26.333331,47.420479,8.506383,0101000020E61000003080F0A144032140D0D38041D2B54740
7072908,279,29507498,Private room,Switzerland,Zurich,,Kreis 11,15,5.0,3.0,1.0,1.0,79.0,1.0,,2016-01-11 07:47:57.728194,47.413994,8.554562,0101000020E61000006E35EB8CEF1B2140C05E61C1FDB44740
6161610,279,30299453,Private room,Switzerland,Zurich,,Kreis 4,0,,1.0,1.0,1.0,83.0,1.0,,2016-01-11 07:47:37.346397,47.375614,8.516444,0101000020E61000004C6E14596B082140BAF59A1E14B04740
5037976,279,26006569,Entire home/apt,Switzerland,Zurich,,Kreis 2,8,5.0,2.0,1.0,1.0,104.0,2.0,,2016-01-11 07:47:19.188769,47.355518,8.526141,0101000020E6100000632B685A620D2140D591239D81AD4740
8321743,279,43870222,Private room,Switzerland,Zurich,,Kreis 10,7,5.0,1.0,1.0,1.0,72.0,1.0,,2016-01-11 07:47:12.350057,47.388874,8.529856,0101000020E6100000C32D1F49490F2140E2218C9FC6B14740
6648859,279,2608205,Entire home/apt,Switzerland,Zurich,,Kreis 4,1,5.0,2.0,1.0,1.0,72.0,4.0,,2016-01-11 07:47:10.465693,47.379097,8.524606,0101000020E61000001D925A28990C21408081204086B04740
7753396,279,40596795,Entire home/apt,Switzerland,Zurich,,Kreis 6,3,4.0,2.0,1.0,1.0,90.0,3.0,,2016-01-11 07:46:39.801484,47.387054,8.544195,0101000020E61000001F4B1FBAA01621409BE447FC8AB14740
8158459,279,23561865,Entire home/apt,Switzerland,Zurich,,Kreis 1,12,5.0,2.0,0.0,1.0,109.0,1.0,,2016-01-11 07:46:19.860982,47.371167,8.545789,0101000020E61000007808E3A7711721405E2D776682AF4740
9358301,279,48564459,Private room,Switzerland,Zurich,,Kreis 6,6,4.5,2.0,1.0,1.0,83.0,1.0,,2016-01-11 07:44:55.526433,47.389894,8.537139,0101000020E6100000F2CF0CE2031321400C74ED0BE8B14740
6578784,279,34415240,Entire home/apt,Switzerland,Zurich,,Kreis 8,4,5.0,2.0,1.0,1.0,143.0,3.0,,2016-01-11 07:44:51.158136,47.355333,8.557376,0101000020E61000008D261763601D214044183F8D7BAD4740
6978438,279,13570663,Entire home/apt,Switzerland,Zurich,,Kreis 1,30,4.5,4.0,0.0,1.0,104.0,,,2016-01-11 07:44:39.542036,47.371446,8.544336,0101000020E610000027124C35B3162140711DE38A8BAF4740
6752793,279,24506658,Private room,Switzerland,Zurich,,Kreis 7,25,5.0,2.0,1.0,1.0,72.0,1.0,,2016-01-11 07:44:27.751739,47.38032,8.557219,0101000020E61000006E6B0BCF4B1D2140E2016553AEB04740
7657059,279,24579602,Private room,Switzerland,Zurich,,Kreis 10,3,5.0,2.0,1.0,1.0,62.0,3.0,,2016-01-11 07:44:14.323072,47.39203,8.532397,0101000020E61000001EFAEE56961021408386FE092EB24740
3682156,279,18715465,Entire home/apt,Switzerland,Zurich,,Kreis 7,6,4.5,4.0,2.0,2.0,166.0,5.0,,2016-01-11 07:43:43.624947,47.370177,8.557972,0101000020E6100000DC2A8881AE1D21409E5DBEF561AF4740
9290004,279,18793865,Private room,Switzerland,Zurich,,Kreis 10,2,5.0,1.0,1.0,1.0,67.0,2.0,,2016-01-11 07:43:06.839695,47.391808,8.528113,0101000020E6100000552FBFD3640E2140D427B9C326B24740
2088066,279,10654210,Entire home/apt,Switzerland,Zurich,,Kreis 5,151,4.5,,2.0,1.0,166.0,1.0,,2016-01-11 07:42:55.820921,47.391688,8.522036,0101000020E610000058AB764D480B21402A1E17D522B24740
9726105,279,23292966,Private room,Switzerland,Zurich,,Kreis 11,0,,1.0,1.0,1.0,31.0,1.0,,2016-01-11 07:42:26.980432,47.419179,8.544039,0101000020E6100000417FA1478C162140C21550A8A7B54740
2047753,279,7777034,Entire home/apt,Switzerland,Zurich,,Kreis 11,36,5.0,2.0,1.0,2.0,124.0,4.0,,2016-01-11 07:42:06.303111,47.425409,8.49986,0101000020E6100000392861A6EDFF2040483657CD73B64740
9341471,279,34320640,Private room,Switzerland,Zurich,,Kreis 3,8,4.5,2.0,1.0,1.0,61.0,2.0,,2016-01-11 07:41:52.248862,47.372714,8.520865,0101000020E6100000184339D1AE0A21407461A417B5AF4740
9793702,279,50473060,Private room,Switzerland,Zurich,,Kreis 3,0,,2.0,1.0,1.0,103.0,3.0,,2016-01-11 07:41:46.550324,47.360846,8.521912,0101000020E6100000A8C7B60C380B21403B72A43330AE4740
9733259,279,322621,Entire home/apt,Switzerland,Zurich,,Kreis 3,0,,2.0,2.0,,80.0,4.0,,2016-01-11 07:41:20.771595,47.346817,8.496166,0101000020E610000037C64E7809FE20403259DC7F64AC4740
2082084,279,10379615,Private room,Switzerland,Zurich,,Kreis 3,37,5.0,1.0,1.0,,52.0,1.0,,2016-01-11 07:41:05.591735,47.364071,8.521135,0101000020E6100000179AEB34D20A21400536E7E099AE4740
7348071,279,24671789,Entire home/apt,Switzerland,Zurich,,Kreis 5,0,,2.0,1.0,1.0,161.0,5.0,,2016-01-11 07:40:49.917961,47.382343,8.529432,0101000020E610000068E90AB6110F2140616D8C9DF0B04740
10427405,279,4818418,Entire home/apt,Switzerland,Zurich,,Kreis 3,0,,2.0,0.0,1.0,83.0,1.0,,2016-01-11 07:40:42.589823,47.372272,8.522335,0101000020E6100000C11C3D7E6F0B2140B79BE09BA6AF4740
2662129,279,10651736,Entire home/apt,Switzerland,Zurich,,Kreis 1,3,5.0,1.0,0.0,1.0,144.0,7.0,,2016-01-11 07:39:35.472959,47.372718,8.544197,0101000020E6100000A2293BFDA0162140B5503239B5AF4740
1790874,279,1348435,Entire home/apt,Switzerland,Zurich,,Kreis 7,31,4.5,2.0,0.0,1.0,104.0,2.0,,2016-01-11 07:39:24.722830,47.365615,8.557285,0101000020E61000004C1AA375541D2140A9F6E978CCAE4740
9297956,279,29086212,Private room,Switzerland,Zurich,,Kreis 7,0,,2.0,1.0,1.0,93.0,1.0,,2016-01-11 07:38:59.737596,47.373681,8.5547,0101000020E6100000B22E6EA3011C21407B116DC7D4AF4740
10007425,279,5103257,Private room,Switzerland,Zurich,,Kreis 10,1,5.0,2.0,1.0,1.0,47.0,2.0,,2016-01-11 07:38:29.721953,47.395088,8.521212,0101000020E6100000C5909C4CDC0A214062855B3E92B24740
8803591,279,16703823,Entire home/apt,Switzerland,Zurich,,Kreis 4,0,,2.0,0.0,1.0,133.0,3.0,,2016-01-11 07:38:08.430772,47.376355,8.531682,0101000020E610000066BE839F38102140D15790662CB04740
6796349,279,26314685,Private room,Switzerland,Zurich,,Kreis 3,11,4.5,2.0,1.0,,90.0,2.0,,2016-01-11 07:38:02.741016,47.366699,8.52186,0101000020E61000005E2EE23B310B2140EA3C2AFEEFAE4740
8200590,279,13921571,Entire home/apt,Switzerland,Zurich,,Kreis 10,2,5.0,2.0,0.0,1.0,115.0,3.0,,2016-01-11 07:37:22.334208,47.390683,8.527176,0101000020E6100000E2783E03EA0D2140350D8AE601B24740
10308446,279,29315373,Private room,Switzerland,Zurich,,Kreis 11,0,,1.0,1.0,1.0,31.0,4.0,,2016-01-11 07:37:19.637254,47.418835,8.547289,0101000020E6100000CCEB884336182140C8B5A1629CB54740
10327299,279,5941465,Private room,Switzerland,Zurich,,Kreis 6,0,,2.0,1.0,1.0,45.0,5.0,,2016-01-11 07:36:41.445181,47.404061,8.534634,0101000020E6100000CAA8328CBB112140664B5645B8B34740
8056083,279,23561865,Entire home/apt,Switzerland,Zurich,,Kreis 1,9,5.0,4.0,1.0,1.0,154.0,1.0,,2016-01-11 07:36:13.427428,47.372693,8.541224,0101000020E6100000E09EE74F1B1521405C397B67B4AF4740
4472468,279,23185355,Entire home/apt,Switzerland,Zurich,,Kreis 7,13,3.5,2.0,0.0,1.0,62.0,1.0,,2016-01-11 07:35:32.903155,47.357001,8.597458,0101000020E61000009677D503E6312140D4D17135B2AD4740
8777211,279,45888233,Private room,Switzerland,Zurich,,Kreis 12,13,3.5,2.0,1.0,1.0,56.0,1.0,,2016-01-11 07:35:16.940969,47.404699,8.573927,0101000020E610000031957EC2D9252140A9DC442DCDB34740
5989564,279,20476242,Entire home/apt,Switzerland,Zurich,,Kreis 2,0,,4.0,2.0,1.0,155.0,5.0,,2016-01-11 07:35:02.197335,47.34345,8.53108,0101000020E61000008E1EBFB7E90F2140D5E76A2BF6AB4740
10202571,279,3419640,Entire home/apt,Switzerland,Zurich,,Kreis 11,0,,5.0,2.0,2.0,259.0,2.0,,2016-01-11 07:34:04.662236,47.418337,8.557428,0101000020E6100000D7BFEB33671D214077DA1A118CB54740
4311202,279,22378681,Private room,Switzerland,Zurich,,Kreis 2,2,5.0,,1.0,1.0,98.0,1.0,,2016-01-11 07:33:48.937092,47.331565,8.537598,0101000020E61000003ECA880B40132140C6BFCFB870AA4740
9057984,279,47253424,Entire home/apt,Switzerland,Zurich,,Kreis 4,0,,2.0,1.0,1.0,93.0,7.0,,2016-01-11 07:33:46.021330,47.379458,8.530672,0101000020E61000004ACE893DB40F2140501A6A1492B04740
4278380,279,4072483,Entire home/apt,Switzerland,Zurich,,Kreis 3,0,,2.0,0.0,1.0,104.0,3.0,,2016-01-11 07:33:40.536754,47.37067,8.518199,0101000020E6100000CAA31B6151092140DDCD531D72AF4740
2429885,279,6504463,Private room,Switzerland,Zurich,,Kreis 10,23,4.5,2.0,1.0,1.0,52.0,1.0,,2016-01-11 07:33:20.859897,47.412496,8.482595,0101000020E61000001E6D1CB116F720408BDD3EABCCB44740
9601587,279,49689938,Entire home/apt,Switzerland,Zurich,,Kreis 6,0,,3.0,2.0,1.0,207.0,1.0,,2016-01-11 07:33:04.820341,47.393471,8.539531,0101000020E61000003A5B40683D1421405376FA415DB24740
4161844,279,2036007,Private room,Switzerland,Zurich,,Kreis 3,8,5.0,2.0,1.0,1.0,67.0,2.0,,2016-01-11 07:32:54.202563,47.374276,8.519334,0101000020E6100000D8666325E6092140BFD6A546E8AF4740
808199,279,4231565,Entire home/apt,Switzerland,Zurich,,Kreis 5,21,5.0,3.0,1.0,1.0,117.0,5.0,,2016-01-11 07:32:05.306687,47.38295,8.5291,0101000020E610000090A0F831E60E214069006F8104B14740
10113625,279,51900738,Entire home/apt,Switzerland,Zurich,,Kreis 1,0,,4.0,2.0,2.0,113.0,7.0,,2016-01-11 07:32:00.706911,47.37528,8.535262,0101000020E6100000469561DC0D122140E36BCF2C09B04740
