room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,name,last_modified,latitude,longitude,location
17660419,1127,119741087,Private room,,Zurich,,Kreis 7,0,,1,0.0,,31.0,,Room nearby Uni Hospital and Universities,2017-04-17 01:43:49.812799,47.374726,8.56095,0101000020E6100000E561A1D6341F2140FF7A8505F7AF4740
17293097,1127,116659224,Private room,,Zurich,,Kreis 9,2,,1,1.0,,34.0,,"Nice bright room, 15 min from zurich main station",2017-04-17 01:43:49.821564,47.38046,8.494643,0101000020E61000000264E8D841FD2040D4B7CCE9B2B04740
17693586,1127,17594732,Private room,,Zurich,,Kreis 10,0,,1,1.0,,25.0,,Bright room in nice location in Zurich.,2017-04-17 01:43:49.829907,47.393414,8.521246,0101000020E6100000755776C1E00A2140EFE4D3635BB24740
14212335,1127,86294154,Private room,,Zurich,,Kreis 4,1,,1,1.0,,34.0,,"Tolles Altbauzimmer, tolle Lage, tolle Mitbewohner",2017-04-17 01:43:49.837820,47.377169,8.51376,0101000020E610000065FCFB8C0B0721405308E41247B04740
18030155,1127,120222440,Private room,,Zurich,,Kreis 9,0,,1,1.0,,33.0,,Joeys Kitchen!,2017-04-17 01:43:49.843171,47.386016,8.487466,0101000020E6100000E9D2BF2495F92040CADDE7F868B14740
14234908,1127,22101408,Private room,,Zurich,,Kreis 6,0,,1,1.0,,18.0,,Cosy room close to ETH and Zurich HB,2017-04-17 01:43:49.845716,47.378181,8.546454,0101000020E61000006A8995D1C8172140FA7B293C68B04740
17133578,1127,12112487,Private room,,Zurich,,Kreis 3,0,,1,0.0,,26.0,,günstiges Zimmer im Kreis 3,2017-04-17 01:43:49.848465,47.369778,8.515509,0101000020E61000005B96AFCBF0072140E063B0E254AF4740
17846833,1127,22493084,Private room,,Zurich,,Kreis 4,1,,1,1.0,,31.0,,Charming Room in Lovely Apartment,2017-04-17 01:43:49.856184,47.373076,8.52891,0101000020E6100000020EA14ACD0E2140147651F4C0AF4740
17328328,1127,42398177,Private room,,Zurich,,Kreis 3,1,,1,1.0,,36.0,,NICE ROOM IN SHARED FLAT IN ZURICH (Kreis 3),2017-04-17 01:43:51.099924,47.359687,8.515832,0101000020E6100000E675C4211B082140EFE53E390AAE4740
13351440,1127,21215263,Private room,,Zurich,,Kreis 3,0,,1,1.0,,31.0,,Private Room at Goldbrunnenplatz.,2017-04-17 01:43:51.103192,47.371987,8.510416,0101000020E6100000D4B5F63E55052140C1C41F459DAF4740
